time_h,Q1_donor_ug_cm2,Q2_SC_ug_cm2,Q3_EP_ug_cm2,Q4_receptor_ug_cm2,Q_total_ug_cm2,formulation,model_case
0.0,485.96820577008236,0.0,0.0,0.0,485.96820577008236,Free KC,Case 2
0.2,485.12972067715793,0.7369549594757188,0.10153013332321353,3.65000985828772e-11,485.96820576999335,Free KC,Case 2
0.4,484.7595880321333,0.8255147572611468,0.3830974812897031,5.4992535387985545e-06,485.9682057699377,Free KC,Case 2
0.6000000000000001,484.4279780326155,0.8469780066542973,0.692930353921923,0.0003193766850183008,485.9682057698767,Free KC,Case 2
0.8,484.10580623921106,0.8571470652221812,1.002580718538262,0.002671746786164968,485.9682057697577,Free KC,Case 2
1.0,483.7882685636686,0.8644193886163782,1.3053789660333568,0.010138851359789501,485.96820576967815,Free KC,Case 2
1.2000000000000002,483.4741584754125,0.8704279156706376,1.597934872377269,0.025684506131239414,485.96820576959163,Free KC,Case 2
1.4000000000000001,483.1629550982848,0.8756563419972125,1.8782101722738365,0.05138415695594267,485.96820576951177,Free KC,Case 2
1.6,482.8543365828811,0.8803209905629904,2.1451404519367667,0.08840774407079173,485.96820576945163,Free KC,Case 2
1.8,482.54806922828163,0.8845449036219815,2.3983424974435614,0.1372491400285439,485.9682057693757,Free KC,Case 2
2.0,482.2439694146363,0.8884065143235665,2.637873750493898,0.197956089853119,485.96820576930685,Free KC,Case 2
2.2,481.94188551821014,0.8919590799964965,2.8640601848413696,0.27030098638711025,485.9682057694351,Free KC,Case 2
2.4000000000000004,481.64168772238696,0.895240526259362,3.0773822509346727,0.3538952700622799,485.96820576964325,Free KC,Case 2
2.6,481.3432618031754,0.8982790838679402,3.2784021281246685,0.44826275435029955,485.9682057695183,Free KC,Case 2
2.8000000000000003,481.04650520231434,0.9010966872312871,3.4677183765344397,0.5528855033690921,485.9682057694492,Free KC,Case 2
3.0,480.7513244667611,0.9037110884930757,3.6459381961471284,0.6672320179352308,485.9682057693366,Free KC,Case 2
3.2,480.4576335439806,0.9061371883123749,3.813660744374622,0.7907742925573406,485.9682057692249,Free KC,Case 2
3.4000000000000004,480.1653526203578,0.908387876607051,3.9714675055142608,0.9229977667273859,485.9682057692065,Free KC,Case 2
3.6,479.874407293932,0.9104745775318392,4.119916916672353,1.0634069810112414,485.96820576914746,Free KC,Case 2
3.8000000000000003,479.58472797229484,0.9124076009704533,4.259541706086368,1.2115284896932836,485.96820576904497,Free KC,Case 2
4.0,479.2962494097852,0.9141963750858192,4.390847866889128,1.3669121171952727,485.96820576895544,Free KC,Case 2
4.2,479.0089103406754,0.9158496030006965,4.514314636263458,1.5291311889465626,485.96820576888615,Free KC,Case 2
4.4,478.7226531792326,0.9173753693609664,4.6303950634901465,1.6977821567375313,485.96820576882124,Free KC,Case 2
4.6000000000000005,478.437423751183,0.9187812214432792,4.739516930177279,1.8724838660099958,485.96820576881356,Free KC,Case 2
4.800000000000001,478.1531710843062,0.920074220640264,4.842083764197157,2.0528766996605405,485.96820576880424,Free KC,Case 2
5.0,477.869847188899,0.9212609922447766,4.938476072482194,2.23862151514163,485.9682057687676,Free KC,Case 2
5.2,477.58740687802657,0.9223477589808722,5.029052507890588,2.4293986237578222,485.9682057686559,Free KC,Case 2
5.4,477.3058075997424,0.9233403707642196,5.114151028489071,2.624906769579641,485.96820576857533,Free KC,Case 2
5.6000000000000005,477.02500928003525,0.9242443301404355,5.194090039067748,2.824862119279988,485.96820576852343,Free KC,Case 2
5.800000000000001,476.7449741761451,0.9250648150489428,5.269169483469045,3.0289972937988843,485.968205768462,Free KC,Case 2
6.0,476.4656667355591,0.9258067006647623,5.339671913206265,3.237060418974277,485.9682057684044,Free KC,Case 2
6.2,476.1870534774718,0.9264745739819176,5.405863437016795,3.4488142798458425,485.9682057683164,Free KC,Case 2
6.4,475.90910285070134,0.9270727610953231,5.467994756431992,3.6640354000073896,485.96820576823603,Free KC,Case 2
6.6000000000000005,475.63178512992334,0.9276053306887572,5.526302103882719,3.882513203656044,485.9682057681509,Free KC,Case 2
6.800000000000001,475.3550723184545,0.9280761137588451,5.581007946010657,4.104049389795436,485.9682057680194,Free KC,Case 2
7.0,475.0789380414079,0.9284887256836227,5.632321749969852,4.328457250860087,485.96820576792146,Free KC,Case 2
7.2,474.80335746709517,0.9288465603170305,5.680440792152328,4.555560948299713,485.9682057678643,Free KC,Case 2
7.4,474.5283071876294,0.9291528235672517,5.725550918131312,4.7851948384714404,485.9682057677995,Free KC,Case 2
7.6000000000000005,474.2537651571891,0.9294105279277578,5.767827187023401,5.017202895592639,485.96820576773285,Free KC,Case 2
7.800000000000001,473.97971060060144,0.9296225168722434,5.807434472219446,5.251438177934948,485.9682057676281,Free KC,Case 2
8.0,473.70612395271297,0.9297914634911157,5.844528049782583,5.487762301552459,485.96820576753913,Free KC,Case 2
8.200000000000001,473.432986776704,0.9299198889208052,5.879254170253065,5.7260449315817255,485.9682057674596,Free KC,Case 2
8.4,473.16028170477506,0.9300101652525208,5.911750587285649,5.966163310031744,485.96820576734495,Free KC,Case 2
8.6,472.8879923719309,0.930064528193588,5.942147048960716,6.208001818185138,485.9682057672704,Free KC,Case 2
8.8,472.61610336051217,0.9300850829165667,5.970565757178488,6.451451566627167,485.96820576723434,Free KC,Case 2
9.0,472.34460014477617,0.9300738121908855,5.997121804103672,6.696410006147559,485.9682057672183,Free KC,Case 2
9.200000000000001,472.0734690380289,0.9300325835378989,6.021923594684715,6.9427805509214755,485.96820576717306,Free KC,Case 2
9.4,471.8026971435189,0.9299631560440844,6.045073237675614,7.19047222985947,485.96820576709814,Free KC,Case 2
9.600000000000001,471.5322723097038,0.9298671864175594,6.066666902892424,7.439399367956341,485.96820576697013,Free KC,Case 2
9.8,471.26218308668933,0.9297462350666804,6.086795168039453,7.689481277043831,485.9682057668393,Free KC,Case 2
10.0,470.9924186856082,0.929601771613311,6.105543342409826,7.940641967106324,485.96820576673764,Free KC,Case 2
10.200000000000001,470.7229689393771,0.9294351802966563,6.122991779451136,8.192809867547139,485.968205766672,Free KC,Case 2
10.4,470.45382426883697,0.9292477646207695,6.13921614655313,8.445917586602787,485.9682057666136,Free KC,Case 2
10.600000000000001,470.1849756466875,0.9290407523183132,6.154287713055679,8.699901654507977,485.9682057665695,Free KC,Case 2
10.8,469.9164145623627,0.9288153001599677,6.168273629551153,8.954702274419601,485.96820576649344,Free KC,Case 2
11.0,469.648132998733,0.9285724971762819,6.181237114702185,9.210263155821359,485.9682057664328,Free KC,Case 2
11.200000000000001,469.38012339389286,0.928313369881365,6.193237758596853,9.466531243998967,485.9682057663701,Free KC,Case 2
11.4,469.11237862669213,0.9280388842699859,6.204331638682501,9.723456616652872,485.9682057662975,Free KC,Case 2
