formulation,model_case,time_h,global_node_id,layer_id,layer_name,x_global_cm,concentration_ug_cm3,x_skin_cm,x_skin_um
Free KC,Case 1,0.0,69,3,EP/dermis,0.48910545454545457,0.0,0.034560000000000035,345.60000000000036
Free KC,Case 1,0.0,70,3,EP/dermis,0.4899854545454546,0.0,0.03544000000000008,354.40000000000083
Free KC,Case 1,0.0,71,3,EP/dermis,0.4908654545454546,0.0,0.036320000000000074,363.2000000000007
Free KC,Case 1,0.0,72,3,EP/dermis,0.4917454545454546,0.0,0.037200000000000066,372.0000000000007
Free KC,Case 1,0.0,73,3,EP/dermis,0.4926254545454546,0.0,0.03808000000000006,380.8000000000006
Free KC,Case 1,0.0,74,3,EP/dermis,0.4935054545454546,0.0,0.03896000000000005,389.6000000000005
Free KC,Case 1,0.0,75,3,EP/dermis,0.4943854545454546,0.0,0.03984000000000004,398.40000000000043
Free KC,Case 1,0.0,76,3,EP/dermis,0.49526545454545456,0.0,0.040720000000000034,407.20000000000033
Free KC,Case 1,0.0,77,3,EP/dermis,0.49614545454545456,0.0,0.041600000000000026,416.0000000000003
Free KC,Case 1,0.0,78,3,EP/dermis,0.4970254545454546,0.0,0.04248000000000007,424.80000000000075
Free KC,Case 1,0.0,79,3,EP/dermis,0.4979054545454546,0.0,0.043360000000000065,433.60000000000065
Free KC,Case 1,0.0,80,3,EP/dermis,0.4987854545454546,0.0,0.04424000000000006,442.40000000000055
Free KC,Case 1,0.0,81,3,EP/dermis,0.4996654545454546,0.0,0.04512000000000005,451.2000000000005
