time_h,Q1_donor_ug_cm2,Q2_SC_ug_cm2,Q3_EP_ug_cm2,Q4_receptor_ug_cm2,Q_total_ug_cm2,formulation,model_case,C_receptor_model_ug_mL,C_receptor_model_ug_cm3
11.2,839.4708457376886,2.7563406004373143,9.446663713460332,12.149098794980889,863.8229488465671,KLZ-NPs,Case 2,4.112002669070455,4.112002669070455
11.4,839.1363873475618,2.7561459517382163,9.456838939611522,12.473576607425024,863.8229488463365,KLZ-NPs,Case 2,4.221825928666932,4.221825928666932
11.6,838.8024177972002,2.755890334759292,9.466060354389372,12.79858035977042,863.8229488461193,KLZ-NPs,Case 2,4.331827198691527,4.331827198691527
11.8,838.4689122792932,2.755578000988404,9.4743941022303,13.124064463416763,863.8229488459287,KLZ-NPs,Case 2,4.441991049156443,4.441991049156443
12.0,838.1358476756265,2.7552129116317645,9.481901814850533,13.449986443643263,863.8229488457521,KLZ-NPs,Case 2,4.552303104002336,4.552303104002336
12.2,837.8032024786442,2.754798751205473,9.48864082027204,13.776306795390877,863.8229488455125,KLZ-NPs,Case 2,4.662749992286143,4.662749992286143
12.4,837.4709566746183,2.7543389478368057,9.49466445496689,14.10298876783874,863.8229488452607,KLZ-NPs,Case 2,4.773319275268497,4.773319275268497
12.6,837.139091611864,2.753836695718956,9.500022416005947,14.429998121466054,863.822948845055,KLZ-NPs,Case 2,4.883999364188511,4.883999364188511
12.8,836.8075899596424,2.753294962161996,9.504760870784107,14.7573030522818,863.8229488448704,KLZ-NPs,Case 2,4.994779494618456,4.994779494618456
13.0,836.4764355485787,2.752716515071861,9.508922883441452,15.084873897640737,863.8229488447327,KLZ-NPs,Case 2,5.105649626893788,5.105649626893788
13.2,836.1456133595441,2.7521039247203407,9.512548445041736,15.412683115295328,863.8229488446015,KLZ-NPs,Case 2,5.2166004390230345,5.2166004390230345
13.4,835.8151093851553,2.751459587662353,9.515674843172327,15.740705028470968,863.8229488444609,KLZ-NPs,Case 2,5.327623240405559,5.327623240405559
13.6,835.4849106087786,2.750785730304758,9.518336718442749,16.068915786830935,863.822948844357,KLZ-NPs,Case 2,5.438709958619701,5.438709958619701
13.8,835.1550048776616,2.750084430653948,9.520566403184962,16.39729313276799,863.8229488442685,KLZ-NPs,Case 2,5.549853060321474,5.549853060321474
14.0,834.8253809159526,2.749357616136799,9.522393886368116,16.725816425685462,863.822948844143,KLZ-NPs,Case 2,5.661045559462773,5.661045559462773
14.2,834.4960281790175,2.7486070885947336,9.523847203498123,17.054466372860826,863.8229488439712,KLZ-NPs,Case 2,5.772280926199049,5.772280926199049
14.4,834.1669368990757,2.7478345165163165,9.524952314422404,17.383225113812816,863.8229488438272,KLZ-NPs,Case 2,5.883553115444339,5.883553115444339
14.6,833.83809793361,2.747041460976281,9.525733508209688,17.712075940935858,863.8229488437319,KLZ-NPs,Case 2,5.994856472316753,5.994856472316753
14.8,833.5095028161159,2.746229366853006,9.526213267528608,18.04100339309708,863.8229488435945,KLZ-NPs,Case 2,6.106185763817473,6.106185763817473
15.0,833.1811436231425,2.745399585836963,9.526412624094275,18.36999301032204,863.8229488433957,KLZ-NPs,Case 2,6.217536095801306,6.217536095801306
15.2,832.853013013534,2.7445533697737363,9.526351053819404,18.69903140603947,863.8229488431666,KLZ-NPs,Case 2,6.328902937428745,6.328902937428745
15.4,832.5251041173868,2.743691889474933,9.526046773441358,19.0281060625828,863.8229488428859,KLZ-NPs,Case 2,6.440282051951102,6.440282051951102
15.6,832.1974105691704,2.7428162287618334,9.525516652777338,19.357205391878036,863.8229488425876,KLZ-NPs,Case 2,6.551669517251028,6.551669517251028
15.8,831.8699264097344,2.741927401870286,9.524776475620552,19.68631855508992,863.8229488423151,KLZ-NPs,Case 2,6.663061664799665,6.663061664799665
16.0,831.5426461256773,2.741026347470257,9.523840833160598,20.015435535797785,863.8229488421059,KLZ-NPs,Case 2,6.774455104423866,6.774455104423866
16.2,831.2155645381149,2.740113946310805,9.522723423727326,20.34454693389396,863.822948842047,KLZ-NPs,Case 2,6.885846654548725,6.885846654548725
16.400000000000002,830.8886768605915,2.739191010266691,9.521436899056695,20.67364407215461,863.8229488420695,KLZ-NPs,Case 2,6.9972333782677145,6.9972333782677145
16.6,830.5619786095106,2.7382582992742908,9.519993101588884,21.002718831731404,863.8229488421051,KLZ-NPs,Case 2,7.108612527662937,7.108612527662937
16.8,830.2354656116281,2.737316520919398,9.51840304307468,21.33176366648791,863.8229488421101,KLZ-NPs,Case 2,7.219981548657447,7.219981548657447
17.0,829.9091339987369,2.7363663317771003,9.516676918065276,21.660771593483908,863.8229488420632,KLZ-NPs,Case 2,7.3313380777945545,7.3313380777945545
17.2,829.5829801366784,2.735408347096065,9.51482429741236,21.989736060684677,863.8229488418715,KLZ-NPs,Case 2,7.442679897462507,7.442679897462507
17.400000000000002,829.257000675595,2.7344431331324595,9.512853993095495,22.318651039761715,863.8229488415847,KLZ-NPs,Case 2,7.554004967303966,7.554004967303966
17.6,828.9311924614599,2.733471223556234,9.510774292004944,22.647510864183047,863.822948841204,KLZ-NPs,Case 2,7.665311369415802,7.665311369415802
17.8,828.6055525810173,2.732493108842954,9.5085928411656,22.976310309787515,863.8229488408134,KLZ-NPs,Case 2,7.77659733562039,7.77659733562039
18.0,828.2800783002955,2.7315092491187896,9.506316808053606,23.30504448308692,863.8229488405548,KLZ-NPs,Case 2,7.887861209660189,7.887861209660189
18.2,827.9547670794576,2.730520071227816,9.503952841020505,23.63370884878136,863.8229488404872,KLZ-NPs,Case 2,7.999101456510615,7.999101456510615
18.4,827.6296165557478,2.729525971670557,9.50150711479706,23.96229919835935,863.8229488405748,KLZ-NPs,Case 2,8.110316651752395,8.110316651752395
18.6,827.3046245125853,2.728527321505947,9.498985414499089,24.290811592254386,863.8229488408447,KLZ-NPs,Case 2,8.221505461993793,8.221505461993793
18.8,826.9797889007574,2.7275244648481123,9.496393074977991,24.619242400582472,863.822948841166,KLZ-NPs,Case 2,8.332666658658683,8.332666658658683
19.0,826.6551077888373,2.726517725012484,9.493735117024537,24.94758821048146,863.8229488413559,KLZ-NPs,Case 2,8.443799086624495,8.443799086624495
19.200000000000003,826.3305793974508,2.7255073970247667,9.49101615891769,25.27584588812879,863.822948841522,KLZ-NPs,Case 2,8.554901685212823,8.554901685212823
19.4,826.0062020482427,2.724493760123129,9.48824054617499,25.60401248700793,863.8229488415487,KLZ-NPs,Case 2,8.665973457141147,8.665973457141147
19.6,825.6819741860495,2.723477072636256,9.48541229553029,25.9320852872184,863.8229488414345,KLZ-NPs,Case 2,8.777013481827767,8.777013481827767
19.8,825.3578943601714,2.7224575752958,9.482535144535987,26.260061761231256,863.8229488412344,KLZ-NPs,Case 2,8.88802090380135,8.88802090380135
20.0,825.033961211041,2.7214354926637485,9.479612587846072,26.587939549470715,863.8229488410215,KLZ-NPs,Case 2,8.998994924436243,8.998994924436243
20.200000000000003,824.7101734782079,2.7204110321101656,9.476647855175525,26.915716475317492,863.8229488408111,KLZ-NPs,Case 2,9.109934807030537,9.109934807030537
20.4,824.3865299749942,2.719384388728472,9.47364397927737,27.243390497728097,863.8229488407283,KLZ-NPs,Case 2,9.22083986076951,9.22083986076951
20.6,824.0630296040717,2.71835574142869,9.47060375449992,27.5709597406598,863.8229488406602,KLZ-NPs,Case 2,9.331709450684857,9.331709450684857
20.8,823.7396713302169,2.717325258605792,9.467529809345388,27.898422442408336,863.8229488405764,KLZ-NPs,Case 2,9.442542980507438,9.442542980507438
21.0,823.4164541931829,2.716293096445137,9.464424571289548,28.2257769795815,863.8229488404991,KLZ-NPs,Case 2,9.553339900781431,9.553339900781431
21.200000000000003,823.0933772932572,2.715259400806888,9.461290305919697,28.55302184044254,863.8229488404262,KLZ-NPs,Case 2,9.66409969984209,9.66409969984209
21.4,822.7704397892188,2.714224307011156,9.458129123217352,28.880155620867768,863.822948840315,KLZ-NPs,Case 2,9.774821902447552,9.774821902447552
21.6,822.4476408999113,2.7131879397654126,9.454942973409883,29.207177027068848,863.8229488401554,KLZ-NPs,Case 2,9.885506070700226,9.885506070700226
21.8,822.1249798840621,2.712150417630917,9.451733699087733,29.53408483914469,863.8229488399255,KLZ-NPs,Case 2,9.996151791710512,9.996151791710512
22.0,821.8024560571366,2.7111118495700954,9.448502990928295,29.860877942022903,863.8229488396579,KLZ-NPs,Case 2,10.10675868806929,10.10675868806929
22.200000000000003,821.4800687766445,2.710072337510099,9.44525242704852,30.18755529820848,863.8229488394118,KLZ-NPs,Case 2,10.217326408624409,10.217326408624409
22.4,821.1578174324462,2.7090319778895218,9.441983499228586,30.514115929693805,863.8229488392582,KLZ-NPs,Case 2,10.327854622357904,10.327854622357904
22.6,820.8357014687501,2.707990855517385,9.438697557946734,30.840558956865653,863.8229488390799,KLZ-NPs,Case 2,10.438343031554531,10.438343031554531
22.8,820.5137203531286,2.706949052314716,9.435395889474364,31.166883543962665,863.8229488388803,KLZ-NPs,Case 2,10.548791353341212,10.548791353341212
23.0,820.1918735861605,2.705906644180052,9.432079692536457,31.49308891575984,863.8229488386368,KLZ-NPs,Case 2,10.6591993253341,10.6591993253341
23.200000000000003,819.8701607098915,2.704863702945703,9.428750049296996,31.81917437631685,863.822948838451,KLZ-NPs,Case 2,10.769566711984167,10.769566711984167
23.4,819.5485812836718,2.7038202948510905,9.425408000599228,32.145139259183225,863.8229488383053,KLZ-NPs,Case 2,10.879893287723554,10.879893287723554
23.6,819.2271348966278,2.702776482024664,9.422054505922928,32.470982953629175,863.8229488382046,KLZ-NPs,Case 2,10.99017884584372,10.99017884584372
23.8,818.9058211676622,2.701732321011362,9.418690446444463,32.79670490295211,863.8229488380701,KLZ-NPs,Case 2,11.100423197922254,11.100423197922254
24.0,818.5846397333543,2.70068786602953,9.41531665465092,33.12230458382028,863.822948837855,KLZ-NPs,Case 2,11.210626166831481,11.210626166831481
