time_h,Q1_donor_ug_cm2,Q2_SC_ug_cm2,Q3_EP_ug_cm2,Q4_receptor_ug_cm2,Q_total_ug_cm2,formulation,model_case,C_receptor_model_ug_mL,C_receptor_model_ug_cm3
2.4000000000000004,481.1582775110486,0.8984545961348287,3.08660213993771,0.3560964199814845,485.4994306671027,Free KC,Case 1,0.12052494214757938,0.12052494214757938
2.6,480.8588428614841,0.9014972684783225,3.2881121699603564,0.4509783670452538,485.499430666968,Free KC,Case 1,0.152638831923009,0.152638831923009
2.8000000000000003,480.5610817570655,0.9043182799695184,3.477873063891537,0.5561575659692569,485.4994306668958,Free KC,Case 1,0.1882379454049793,0.1882379454049793
3.0,480.2649004814245,0.906935430458256,3.656495678822736,0.6710990761345685,485.49943066684006,Free KC,Case 1,0.22714122576862322,0.22714122576862322
3.2,479.97021273884,0.909363662942596,3.8245825844890726,0.7952716804656205,485.4994306667373,Free KC,Case 1,0.269168876465287,0.269168876465287
3.4000000000000004,479.6769384847619,0.911615911865277,3.982718353600716,0.9281579164251144,485.499430666653,Free KC,Case 1,0.3141457563285002,0.3141457563285002
3.6,479.3850031048401,0.9137036421778996,4.131464283235133,1.0692596362953868,485.4994306665485,Free KC,Case 1,0.36190326151536173,0.36190326151536173
3.8,479.0943368085693,0.9156372031253424,4.271355727880458,1.2181009269187666,485.49943066649394,Free KC,Case 1,0.4122803137263518,0.4122803137263518
4.0,478.8048741663509,0.9174260609673242,4.402901092149866,1.3742293469222626,485.4994306663904,Free KC,Case 1,0.4651237789583043,0.4651237789583043
4.2,478.516553744681,0.9190789532797904,4.526581853406176,1.537216114875795,485.49943066624274,Free KC,Case 1,0.5202885311887306,0.5202885311887306
4.4,478.22931780114095,0.920603998246258,4.64285312417774,1.7066557425860591,485.499430666151,Free KC,Case 1,0.577637328259897,0.577637328259897
4.6000000000000005,477.9431120228113,0.9220087732006632,4.752144554747919,1.8821653153112552,485.4994306660712,Free KC,Case 1,0.6370405682591941,0.6370405682591941
4.800000000000001,477.6578853013313,0.9233003700644776,4.854861450284444,2.063383544302968,485.4994306659831,Free KC,Case 1,0.6983759688410045,0.6983759688410045
5.0,477.3735895280279,0.9244854403603026,4.951385938007656,2.2499697594643666,485.4994306658602,Free KC,Case 1,0.7615282262802473,0.7615282262802473
5.2,477.0901794089488,0.9255702310522188,5.042078155956952,2.4416028697936256,485.4994306657516,Free KC,Case 1,0.826388663622458,0.826388663622458
5.4,476.8076122919465,0.9265606154063988,5.127277435773084,2.6379803225556917,485.4994306656816,Free KC,Case 1,0.8928548784034649,0.8928548784034649
5.6000000000000005,476.52584800909074,0.927462118251602,5.207303461383016,2.83881707693171,485.499430665657,Free KC,Case 1,0.9608303952691942,0.9608303952691942
5.800000000000001,476.2448487304652,0.9282799381909737,5.282457376987252,3.0438446199464,485.4994306655898,Free KC,Case 1,1.0302243329049354,1.0302243329049354
6.0,475.9645788267198,0.9290189682492684,5.353022838013664,3.2528100324767677,485.4994306654595,Free KC,Case 1,1.1009510879152138,1.1009510879152138
6.2,475.6850047393629,0.9296838150520512,5.419267010592636,3.465475100389699,485.4994306653973,Free KC,Case 1,1.172930033978052,1.172930033978052
6.4,475.40609486265794,0.9302788154814268,5.481441499638295,3.681615487611948,485.4994306653896,Free KC,Case 1,1.2460852419609671,1.2460852419609671
6.6000000000000005,475.1278194198525,0.9308080546791132,5.539783310708453,3.901019880105845,485.4994306653458,Free KC,Case 1,1.3203451901896708,1.3203451901896708
6.800000000000001,474.8501503688172,0.9312753783593504,5.59451562427147,4.12348929384878,485.4994306652968,Free KC,Case 1,1.395642530225741,1.395642530225741
7.0,474.5730612867994,0.9316844096221985,5.645848686815549,4.348836281954975,485.49943066519216,Free KC,Case 1,1.4719138185078378,1.4719138185078378
7.2,474.29652728680793,0.9320385597243742,5.693980500508474,4.57688431800784,485.49943066504864,Free KC,Case 1,1.549099307633423,1.549099307633423
7.4,474.020524931383,0.9323410404837912,5.739097495989259,4.807467197040794,485.49943066489686,Free KC,Case 1,1.6271427436138075,1.6271427436138075
7.6,473.7450321339629,0.9325948778104024,5.781375320925227,5.040428332084781,485.49943066478335,Free KC,Case 1,1.7059911277825415,1.7059911277825415
7.800000000000001,473.47002809523934,0.9328029206006307,5.8209793435415,5.275620305324732,485.4994306647062,Free KC,Case 1,1.7855945648791403,1.7855945648791403
8.0,473.195493222948,0.9329678517063528,5.858065295374839,5.5129042946333575,485.4994306646625,Free KC,Case 1,1.8659060689528286,1.8659060689528286
8.200000000000001,472.9214090540309,0.9330921987317424,5.89277988994443,5.752149521913711,485.4994306646208,Free KC,Case 1,1.9468813766477178,1.9468813766477178
8.4,472.6477582013459,0.9331783411932189,5.925261253410206,5.99323286860822,485.4994306645576,Free KC,Case 1,2.0284788170673975,2.0284788170673975
8.6,472.37452428000046,0.9332285208053392,5.955639508438107,6.236038355207133,485.49943066445104,Free KC,Case 1,2.1106591356085684,2.1106591356085684
8.8,472.10169185171503,0.9332448490020282,5.984037222515296,6.480456741084709,485.49943066431706,Free KC,Case 1,2.193385358520979,2.193385358520979
9.0,471.8292463808976,0.933229313069263,6.010569755750122,6.72638521445831,485.49943066417535,Free KC,Case 1,2.276622687970505,2.276622687970505
9.2,471.5571741593208,0.9331837864466994,6.035345864219896,6.973726854085915,485.4994306640733,Free KC,Case 1,2.3603383198444634,2.3603383198444634
9.4,471.2854622859113,0.9331100315917455,6.058467857821931,7.222390488661647,485.4994306639866,Free KC,Case 1,2.444501396162404,2.444501396162404
9.6,471.014098595424,0.9330097097348232,6.080032172586011,7.472290186180821,485.4994306639257,Free KC,Case 1,2.5290828322458165,2.5290828322458165
9.8,470.7430716320333,0.9328843845628858,6.100129579754331,7.723345067554662,485.4994306639052,Free KC,Case 1,2.614055253633886,2.614055253633886
